week,platform,mentions,pos_share,neg_share,sent_mean,score_mean,score_mean_z
2018-03-12,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2018-03-19,instagram,1,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-03-26,instagram,11,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456,-1.2642109402484885
2018-04-02,instagram,3,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-04-09,instagram,1,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-04-16,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2018-04-23,google_reviews,1,1.0,0.0,1.0,1.0,1.0656774308794705
2018-04-23,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2018-04-30,instagram,2,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-05-07,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2018-05-14,instagram,2,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-05-21,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2018-06-04,instagram,3,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-06-11,instagram,2,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-06-18,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2018-06-25,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2018-07-02,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2018-07-09,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2018-07-09,instagram,6,0.5,0.0,0.5,0.5,0.7811471409662505
2018-07-16,instagram,14,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.5,0.7811471409662505
2018-07-23,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2018-07-30,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5766113328447765
2018-08-06,instagram,1,1.0,0.0,1.0,1.0,3.0310410303024633
2018-08-13,instagram,13,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,-0.7764717054972815
2018-08-20,instagram,7,0.0,0.0,0.0,0.0,-1.4687467483699626
2018-08-27,google_reviews,1,1.0,0.0,1.0,1.0,1.0656774308794705
2018-08-27,instagram,8,0.25,0.0,0.25,0.25,-0.34379980370185603
2018-09-03,instagram,13,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.3076923076923077,-0.0841966626246006
2018-09-10,instagram,17,0.4117647058823529,0.0,0.4117647058823529,0.4117647058823529,0.3841070428480951
2018-09-17,instagram,10,0.2,0.0,0.2,0.2,-0.5687891926354772
2018-09-24,instagram,16,0.1875,0.0,0.1875,0.1875,-0.6250365398688826
2018-10-01,instagram,10,0.4,0.0,0.4,0.4,0.33116836309900793
2018-10-08,instagram,8,0.375,0.0,0.375,0.25,-0.34379980370185603
2018-10-15,instagram,11,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,-1.0596751321270146
2018-10-22,instagram,6,0.5,0.0,0.5,0.5,0.7811471409662505
2018-10-29,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2018-11-05,google_reviews,3,1.0,0.0,1.0,1.0,1.0656774308794705
2018-11-05,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2018-11-12,instagram,9,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,-0.9687703285174707
2018-11-19,instagram,12,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667,0.4061648260768817
2018-11-26,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4597337282039342
2018-12-03,instagram,9,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.531111770744988
2018-12-10,instagram,4,0.75,0.0,0.75,0.75,1.906094085634357
2018-12-17,instagram,1,1.0,0.0,1.0,1.0,3.0310410303024633
2018-12-24,instagram,5,0.4,0.0,0.4,0.4,0.33116836309900793
2018-12-31,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.7187821185912249
2019-01-07,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2019-01-14,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2019-01-21,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2019-01-28,instagram,1,0.0,0.0,0.0,0.0,-1.4687467483699626
2019-02-04,instagram,3,0.0,0.0,0.0,0.0,-1.4687467483699626
2019-02-11,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2019-02-18,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2019-02-25,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2019-03-04,instagram,8,0.375,0.0,0.375,0.375,0.2186736686321972
2019-03-11,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2019-03-18,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4597337282039342
2019-03-25,instagram,6,0.5,0.0,0.5,0.5,0.7811471409662505
2019-04-01,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2019-04-08,google_reviews,2,1.0,0.0,1.0,0.3333333333333333,-0.6027111848319975
2019-04-08,instagram,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.7811471409662505
2019-04-15,instagram,1,0.0,0.0,0.0,0.0,-1.4687467483699626
2019-04-22,instagram,2,0.5,0.5,0.0,1.0,3.0310410303024633
2019-04-29,instagram,1,0.0,0.0,0.0,0.0,-1.4687467483699626
2019-05-06,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2019-05-13,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2019-05-20,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2019-05-27,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2019-05-27,instagram,5,0.0,0.0,0.0,0.0,-1.4687467483699626
2019-06-03,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2019-06-10,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2019-06-10,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,-0.8259199228453302
2019-06-17,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2019-06-24,google_reviews,3,1.0,0.0,1.0,1.0,1.0656774308794705
2019-06-24,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2019-07-01,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2019-07-08,instagram,8,0.875,0.0,0.875,0.875,2.4685675579684103
2019-07-15,instagram,5,0.6,0.0,0.6,0.6,1.2311259188334929
2019-07-22,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2019-07-29,instagram,8,0.25,0.0,0.25,0.25,-0.34379980370185603
2019-08-05,instagram,12,0.5833333333333334,0.0,0.5833333333333334,0.5833333333333334,1.1561294558556194
2019-08-12,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2019-08-19,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2019-08-26,instagram,15,0.2,0.0,0.2,0.2,-0.5687891926354772
2019-09-02,instagram,13,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156,0.6080783802480804
2019-09-09,instagram,14,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.1025605537285663
2019-09-16,instagram,4,0.0,0.0,0.0,0.0,-1.4687467483699626
2019-09-23,instagram,9,0.5555555555555556,0.0,0.5555555555555556,0.5777777777777778,1.1311306348629948
2019-09-30,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4597337282039342
2019-10-07,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.1025605537285663
2019-10-14,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5766113328447765
2019-10-21,instagram,10,0.3,0.0,0.3,0.3,-0.11881041476823477
2019-10-28,instagram,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5311589310400044
2019-11-04,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2019-11-11,google_reviews,2,0.0,0.0,0.0,0.0,-1.4369054926877316
2019-11-11,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,-0.8259199228453302
2019-11-18,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5766113328447765
2019-11-25,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2019-12-02,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.531111770744988
2019-12-09,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,-0.18309309732069803
2019-12-16,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.7187821185912249
2019-12-23,instagram,14,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427,-0.5045065100830142
2019-12-30,instagram,7,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-01-06,instagram,16,0.1875,0.0,0.1875,0.1875,-0.6250365398688826
2020-01-13,instagram,6,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-01-20,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2020-01-27,instagram,8,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-02-03,instagram,9,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,-0.468793908664979
2020-02-10,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,-0.8259199228453302
2020-02-17,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2020-03-02,instagram,13,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,-0.7764717054972815
2020-03-09,instagram,2,0.5,0.0,0.5,0.5,0.7811471409662505
2020-03-16,instagram,5,0.0,0.2,-0.2,0.2,-0.5687891926354772
2020-03-23,google_reviews,1,0.0,0.0,0.0,0.2,-0.9363889079742911
2020-03-23,instagram,3,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-03-30,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.1025605537285663
2020-04-06,instagram,8,0.125,0.0,0.125,0.125,-0.9062732760359092
2020-04-13,instagram,10,0.6,0.0,0.6,0.6,1.2311259188334929
2020-04-20,instagram,9,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.5311589310400044
2020-04-27,instagram,4,0.5,0.0,0.5,0.5,0.7811471409662505
2020-05-04,instagram,3,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-05-11,instagram,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5311589310400044
2020-05-18,instagram,6,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-05-25,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2020-06-01,instagram,5,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-06-08,instagram,9,0.2222222222222222,0.0,0.2222222222222222,0.17777777777777778,-0.6687844766059756
2020-06-15,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4597337282039342
2020-06-22,instagram,8,0.125,0.0,0.125,0.125,-0.9062732760359092
2020-06-29,instagram,9,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,-0.468793908664979
2020-07-06,google_reviews,3,0.0,0.0,0.0,0.20000000000000004,-0.936388907974291
2020-07-06,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.4444444444444444,0.5311589310400044
2020-07-13,instagram,1,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-07-20,instagram,7,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.42857142857142855,0.4597337282039342
2020-07-27,instagram,8,0.125,0.0,0.125,0.125,-0.9062732760359092
2020-08-03,instagram,13,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.3076923076923077,-0.0841966626246006
2020-08-10,instagram,11,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,-1.0596751321270146
2020-08-17,instagram,8,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-08-24,instagram,5,0.4,0.0,0.4,0.4,0.33116836309900793
2020-08-31,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,-0.18309309732069803
2020-09-07,google_reviews,3,0.0,0.0,0.0,0.0,-1.4369054926877316
2020-09-07,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5766113328447765
2020-09-14,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2020-09-21,instagram,8,0.25,0.0,0.25,0.25,-0.34379980370185603
2020-09-28,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2020-10-05,instagram,6,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.531111770744988
2020-10-12,instagram,6,0.0,0.16666666666666666,-0.16666666666666666,0.16666666666666666,-0.7187821185912249
2020-10-19,instagram,9,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,-0.9687703285174707
2020-10-26,instagram,5,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-11-02,instagram,8,0.25,0.0,0.25,0.25,-0.34379980370185603
2020-11-09,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,-0.18309309732069803
2020-11-16,instagram,6,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,2.281076400523726
2020-11-23,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2020-11-30,instagram,3,0.0,0.0,0.0,0.0,-1.4687467483699626
2020-12-07,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.531111770744988
2020-12-14,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.531111770744988
2020-12-21,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2020-12-28,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2020-12-28,instagram,8,0.375,0.0,0.375,0.375,0.2186736686321972
2021-01-04,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2021-01-11,instagram,5,0.6,0.0,0.6,0.6,1.2311259188334929
2021-01-18,instagram,2,0.0,0.0,0.0,0.0,-1.4687467483699626
2021-01-25,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.1025605537285663
2021-02-01,instagram,9,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,-0.9687703285174707
2021-02-08,instagram,2,0.0,0.0,0.0,0.0,-1.4687467483699626
2021-02-15,instagram,10,0.3,0.0,0.3,0.3,-0.11881041476823477
2021-02-22,instagram,15,0.6,0.0,0.6,0.6,1.2311259188334929
2021-03-01,instagram,8,0.5,0.125,0.375,0.625,1.3436206133003037
2021-03-08,instagram,15,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,-0.26880334072398226
2021-03-15,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2021-03-22,instagram,4,0.25,0.0,0.25,0.25,-0.34379980370185603
2021-03-29,instagram,15,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,-0.26880334072398226
2021-04-05,instagram,7,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,1.7453873792531989
2021-04-12,instagram,18,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,-0.9687703285174707
2021-04-19,instagram,13,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156,0.6080783802480804
2021-04-26,instagram,13,0.23076923076923078,0.0,0.23076923076923078,0.24615384615384617,-0.361106679773673
2021-05-03,instagram,15,0.2,0.0,0.2,0.2,-0.5687891926354772
2021-05-10,instagram,12,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2021-05-17,instagram,12,0.25,0.0,0.25,0.25,-0.34379980370185603
2021-05-24,instagram,8,0.25,0.0,0.25,0.25,-0.34379980370185603
2021-05-31,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,1.1025605537285663
2021-06-07,instagram,11,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727,-0.24153189964111915
2021-06-14,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2021-06-21,instagram,10,0.2,0.0,0.2,0.2,-0.5687891926354772
2021-06-28,instagram,8,0.5,0.0,0.5,0.5,0.7811471409662505
2021-07-05,instagram,16,0.3125,0.0,0.3125,0.3125,-0.0625630675348294
2021-07-12,instagram,4,0.5,0.25,0.25,0.75,1.906094085634357
2021-07-19,instagram,8,0.0,0.0,0.0,0.0,-1.4687467483699626
2021-07-26,instagram,8,0.5,0.0,0.5,0.5,0.7811471409662505
2021-08-02,instagram,9,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,2.531064610449971
2021-08-09,instagram,12,0.5,0.0,0.5,0.5166666666666667,0.8561436039441245
2021-08-16,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2021-08-23,instagram,10,0.5,0.1,0.4,0.5333333333333333,0.9311400669219979
2021-08-30,instagram,12,0.3333333333333333,0.0,0.3333333333333333,0.25833333333333336,-0.30630157221291904
2021-09-06,instagram,13,0.46153846153846156,0.0,0.46153846153846156,0.41025641025641024,0.37732003262385316
2021-09-13,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4597337282039342
2021-09-20,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,-0.8259199228453302
2021-09-27,instagram,8,0.375,0.0,0.375,0.375,0.2186736686321972
2021-10-04,instagram,6,0.5,0.0,0.5,0.5,0.7811471409662505
2021-10-11,instagram,5,0.4,0.0,0.4,0.4,0.33116836309900793
2021-10-18,instagram,10,0.4,0.0,0.4,0.4,0.33116836309900793
2021-10-25,instagram,22,0.5,0.0,0.5,0.509090909090909,0.822054302590545
2021-11-01,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2021-11-08,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,-0.18309309732069803
2021-11-15,instagram,5,0.2,0.0,0.2,0.2,-0.5687891926354772
2021-11-22,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.7187821185912249
2021-11-29,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,-0.8259199228453302
2021-12-06,instagram,10,0.3,0.2,0.1,0.5,0.7811471409662505
2021-12-13,instagram,6,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.031182511187512717
